,experiment,num,iterations
191,uniform_biased___center_connected,9,219.48215824857783
192,uniform_biased___center_connected,90,219.2090298121661
193,uniform_biased___center_connected,91,217.9562662057044
194,uniform_biased___center_connected,92,219.36151202749141
195,uniform_biased___center_connected,93,219.69050086355787
196,uniform_biased___center_connected,94,218.94775086505192
197,uniform_biased___center_connected,95,218.18102999826598
198,uniform_biased___center_connected,96,218.79007832898174
199,uniform_biased___center_connected,97,217.68397212543553
200,uniform_biased___center_connected,98,219.76648779643415
201,uniform_biased___center_connected,99,219.39958840679128
202,uniform_biased_grid-walk_biased_center_connected_single,-1,177.1377724455109
203,uniform_biased_grid-walk_biased_center_connected_single,0,176.65786842631474
204,uniform_biased_grid-walk_biased_center_connected_single,1,177.310213871677
205,uniform_biased_grid-walk_biased_center_connected_single,10,177.08278344331134
206,uniform_biased_grid-walk_biased_center_connected_single,11,176.91681663667268
207,uniform_biased_grid-walk_biased_center_connected_single,12,177.3375324935013
208,uniform_biased_grid-walk_biased_center_connected_single,13,177.6886622675465
209,uniform_biased_grid-walk_biased_center_connected_single,14,176.76449420231907
210,uniform_biased_grid-walk_biased_center_connected_single,15,177.00739852029594
211,uniform_biased_grid-walk_biased_center_connected_single,16,177.34373125374924
212,uniform_biased_grid-walk_biased_center_connected_single,17,176.94381123775244
213,uniform_biased_grid-walk_biased_center_connected_single,18,177.11017796440711
214,uniform_biased_grid-walk_biased_center_connected_single,19,177.15836832633474
215,uniform_biased_grid-walk_biased_center_connected_single,2,177.48190361927615
216,uniform_biased_grid-walk_biased_center_connected_single,20,177.45730853829235
217,uniform_biased_grid-walk_biased_center_connected_single,21,177.29694061187763
218,uniform_biased_grid-walk_biased_center_connected_single,22,177.02618428942634
219,uniform_biased_grid-walk_biased_center_connected_single,23,177.10817836432713
220,uniform_biased_grid-walk_biased_center_connected_single,24,177.13117376524696
221,uniform_biased_grid-walk_biased_center_connected_single,25,177.0375924815037
222,uniform_biased_grid-walk_biased_center_connected_single,26,177.07198560287944
223,uniform_biased_grid-walk_biased_center_connected_single,27,176.748650269946
224,uniform_biased_grid-walk_biased_center_connected_single,28,176.89102179564088
225,uniform_biased_grid-walk_biased_center_connected_single,29,177.19792083166735
226,uniform_biased_grid-walk_biased_center_connected_single,3,177.3609278144371
227,uniform_biased_grid-walk_biased_center_connected_single,30,177.20615876824635
228,uniform_biased_grid-walk_biased_center_connected_single,31,177.15696860627875
229,uniform_biased_grid-walk_biased_center_connected_single,32,177.48290341931613
230,uniform_biased_grid-walk_biased_center_connected_single,33,177.2601479704059
231,uniform_biased_grid-walk_biased_center_connected_single,34,177.14617076584682
232,uniform_biased_grid-walk_biased_center_connected_single,35,177.4887022595481
233,uniform_biased_grid-walk_biased_center_connected_single,36,177.17416516696662
234,uniform_biased_grid-walk_biased_center_connected_single,37,177.05298940211958
235,uniform_biased_grid-walk_biased_center_connected_single,38,177.04539092181562
236,uniform_biased_grid-walk_biased_center_connected_single,39,176.7980403919216
237,uniform_biased_grid-walk_biased_center_connected_single,4,177.45690861827634
238,uniform_biased_grid-walk_biased_center_connected_single,40,177.1775644871026
239,uniform_biased_grid-walk_biased_center_connected_single,41,177.27814437112576
240,uniform_biased_grid-walk_biased_center_connected_single,42,176.50399840063974
241,uniform_biased_grid-walk_biased_center_connected_single,43,177.09296281487406
242,uniform_biased_grid-walk_biased_center_connected_single,44,176.57708458308338
243,uniform_biased_grid-walk_biased_center_connected_single,45,177.1971605678864
244,uniform_biased_grid-walk_biased_center_connected_single,46,177.249550089982
245,uniform_biased_grid-walk_biased_center_connected_single,47,177.79464107178563
246,uniform_biased_grid-walk_biased_center_connected_single,48,176.62127574485103
247,uniform_biased_grid-walk_biased_center_connected_single,49,177.5217912834866
248,uniform_biased_grid-walk_biased_center_connected_single,5,176.6386722655469
249,uniform_biased_grid-walk_biased_center_connected_single,50,176.94882047181127
250,uniform_biased_grid-walk_biased_center_connected_single,51,176.64007198560287
251,uniform_biased_grid-walk_biased_center_connected_single,52,177.19496100779844
252,uniform_biased_grid-walk_biased_center_connected_single,53,177.12237552489503
253,uniform_biased_grid-walk_biased_center_connected_single,54,177.32913417316536
254,uniform_biased_grid-walk_biased_center_connected_single,55,176.97860855657737
255,uniform_biased_grid-walk_biased_center_connected_single,56,177.09378124375124
256,uniform_biased_grid-walk_biased_center_connected_single,57,177.00619876024794
257,uniform_biased_grid-walk_biased_center_connected_single,58,177.41091781643672
258,uniform_biased_grid-walk_biased_center_connected_single,59,176.97540983606558
259,uniform_biased_grid-walk_biased_center_connected_single,6,177.53309338132374
260,uniform_biased_grid-walk_biased_center_connected_single,60,177.1523086148311
261,uniform_biased_grid-walk_biased_center_connected_single,61,177.2875424915017
262,uniform_biased_grid-walk_biased_center_connected_single,62,176.85462907418517
263,uniform_biased_grid-walk_biased_center_connected_single,63,177.02079584083182
264,uniform_biased_grid-walk_biased_center_connected_single,64,177.20775844831033
265,uniform_biased_grid-walk_biased_center_connected_single,65,176.99320135972806
266,uniform_biased_grid-walk_biased_center_connected_single,66,176.9756048790242
267,uniform_biased_grid-walk_biased_center_connected_single,67,177.27954409118178
268,uniform_biased_grid-walk_biased_center_connected_single,68,177.38312337532494
269,uniform_biased_grid-walk_biased_center_connected_single,69,177.6884623075385
270,uniform_biased_grid-walk_biased_center_connected_single,7,177.1757648470306
271,uniform_biased_grid-walk_biased_center_connected_single,70,176.71485702859428
272,uniform_biased_grid-walk_biased_center_connected_single,71,177.57208558288343
273,uniform_biased_grid-walk_biased_center_connected_single,72,177.2015596880624
274,uniform_biased_grid-walk_biased_center_connected_single,73,177.77728908436626
275,uniform_biased_grid-walk_biased_center_connected_single,74,177.01479704059187
276,uniform_biased_grid-walk_biased_center_connected_single,75,177.14717056588682
277,uniform_biased_grid-walk_biased_center_connected_single,76,177.45550889822036
278,uniform_biased_grid-walk_biased_center_connected_single,77,177.000599880024
279,uniform_biased_grid-walk_biased_center_connected_single,78,177.26114777044592
280,uniform_biased_grid-walk_biased_center_connected_single,79,177.48450309938013
281,uniform_biased_grid-walk_biased_center_connected_single,8,177.20415916816637
282,uniform_biased_grid-walk_biased_center_connected_single,80,177.40731853629273
283,uniform_biased_grid-walk_biased_center_connected_single,81,177.02879424115176
284,uniform_biased_grid-walk_biased_center_connected_single,82,176.8874450219912
285,uniform_biased_grid-walk_biased_center_connected_single,83,177.06778644271145
286,uniform_biased_grid-walk_biased_center_connected_single,84,176.8136372725455
287,uniform_biased_grid-walk_biased_center_connected_single,85,176.77904419116177
288,uniform_biased_grid-walk_biased_center_connected_single,86,177.39112177564488
289,uniform_biased_grid-walk_biased_center_connected_single,87,177.23890443822472
290,uniform_biased_grid-walk_biased_center_connected_single,88,177.3113377324535
291,uniform_biased_grid-walk_biased_center_connected_single,89,177.15216956608677
292,uniform_biased_grid-walk_biased_center_connected_single,9,177.04319136172765
293,uniform_biased_grid-walk_biased_center_connected_single,90,176.99620075984802
294,uniform_biased_grid-walk_biased_center_connected_single,91,177.01659668066387
295,uniform_biased_grid-walk_biased_center_connected_single,92,177.01059788042392
296,uniform_biased_grid-walk_biased_center_connected_single,93,177.3030787684926
297,uniform_biased_grid-walk_biased_center_connected_single,94,176.9620075984803
298,uniform_biased_grid-walk_biased_center_connected_single,95,177.58108378324334
299,uniform_biased_grid-walk_biased_center_connected_single,96,177.2111577684463
300,uniform_biased_grid-walk_biased_center_connected_single,97,177.60287942411517
301,uniform_biased_grid-walk_biased_center_connected_single,98,177.0869826034793
302,uniform_biased_grid-walk_biased_center_connected_single,99,177.22875424915017
